District,Hotels,Restaurants,Shopping_Places,Religious_Attractions,Cultural_Attractions,Educational_Places,Fun_And_Family,Hotel_Budget_Range,Restaurant_Budget_Range,Hotel_Budget,Restaurant_Budget
Ratnapura,Riverside Hotel,The Rainforest Ecolodge Restaurant,Ratnapura Dry Goods Market,Kalawana Maha Vidyalaya,Waulpane Cave Temple,Kalawana Maha Vidyalaya,Udakiruwa Reservoir,,,,
Ratnapura,Polwatta Eco Resort,Star Holiday Resort Restaurant,Ratnapura Fish Market,Delgamuwa Maha Vidyalaya,Waulpane Temple,Delgamuwa Maha Vidyalaya,Batatota Len Viharaya,,,,
Ratnapura,The Wild Trails Yala,Jj River Hotel and Restaurant,Ratnapura Meat Market,"Pitawala Central College, Ratnapura",Balangoda Man Museum,"Pitawala Central College, Ratnapura",Malwala Forest Reserve,,,,
Ratnapura,Siri Samanthabhadra Rest House,Ratna Tourist Inn Restaurant,Ratnapura Spice Market,"Seelarathana Maha Vidyalaya, Balangoda",Dola-Dorawaka Archaeological Site,"Seelarathana Maha Vidyalaya, Balangoda",Pitigala Rajamaha Viharaya,,,,
Ratnapura,Sky View Hotel,The Golden Rest Hotel Restaurant,Ratnapura Tea Market,Dehiovita Maha Vidyalaya,Pahiyangala Cave,Dehiovita Maha Vidyalaya,Mapalana Rajamaha Viharaya,,,,
Ratnapura,Lanka Mount Castle,Weliwita Guest House Restaurant,Ratnapura Coffee Market,Kuruwita Central College,Ruhunu Kataragama Maha Devalaya,Kuruwita Central College,Kuruwita Central Market,,,,
Ratnapura,Nilwala Tourist Inn,Hotel Ashoka Restaurant,Ratnapura Health Food Market,"Mihindu Vidyalaya, Ratnapura",Balangoda Prehistoric Cave Sites,"Mihindu Vidyalaya, Ratnapura",Wangedigala Forest Reserve,,,,
Ratnapura,Lakeside Rest,Dream View Hotel Restaurant,Ratnapura Organic Food Market,"Seevali Central College, Ratnapura",Kolonna Raja Maha Viharaya Museum,"Seevali Central College, Ratnapura",Mahamukalana Forest Reserve,,,,
Ratnapura,Victoria Inn,Victoria Inn Restaurant,Ratnapura International Market,Deniyaya Central College,Sankapala Raja Maha Viharaya,Deniyaya Central College,Rathnapura National Museum,,,,
Ratnapura,Green Shadow Eco Resort,Panoramic Hotel Restaurant,Ratnapura Farmers' Market,Mawanella Maha Vidyalaya,"Abhayagiri Dagaba, Anuradhapura",Mawanella Maha Vidyalaya,Ratnapura Railway Station,,,,
Ratnapura,Green Edge Hotel,Athura Bungalow Restaurant,Ratnapura Craft Market,Kahawatte Central College,"Jetavanaramaya, Anuradhapura",Kahawatte Central College,Ratnapura Central Bus Stand,,,,
Ratnapura,Blue Field Tea Gardens Hotel,Siri Samanthabhadra Hotel Restaurant,Ratnapura Night Market,Rakwana Central College,"Ruwanwelisaya, Anuradhapura",Rakwana Central College,Wewelthalawa Rajamaha Viharaya,,,,
Ratnapura,Galaxy Inn,River Edge Hotel Restaurant,Ratnapura Weekend Market,Baduraliya Central College,"Mihintale, Anuradhapura",Baduraliya Central College,Katugaha Rajamaha Viharaya,,,,
Ratnapura,Lanka Eco Village,Polwatta Eco Resort Restaurant,Ratnapura Street Market,Kolonna Central College,"Thuparamaya, Anuradhapura",Kolonna Central College,Bolgodagama Reservoir,,,,
Ratnapura,Royal Crown Hotel,Green Edge Hotel Restaurant,Ratnapura Mall,"Badulla Vidyalaya, Ratnapura","Isurumuniya, Anuradhapura","Badulla Vidyalaya, Ratnapura",Kalugala Rajamaha Viharaya,,,,
Ratnapura,Esha Hotel,Lanka Eco Village Restaurant,Ratnapura Plaza,Batugedara Maha Vidyalaya,"Jaya Sri Maha Bodhi, Anuradhapura",Batugedara Maha Vidyalaya,Rathnapura General Hospital,,,,
Ratnapura,Ranna 212,Royal Crown Hotel Restaurant,Ratnapura Arcade,"Seevali Central College, Ratnapura","Lovamahapaya, Anuradhapura","Seevali Central College, Ratnapura",Maha Ganga Lena,,,,
Ratnapura,Weliwita Guest House,Esha Hotel Restaurant,Ratnapura Bazaar,Kamburupitiya Central College,"Lankarama, Anuradhapura",Kamburupitiya Central College,Kiriwanagama Forest Reserve,,,,
Ratnapura,Panoramic Hotel,Ranna 212 Restaurant,Ratnapura Market Square,"Sivali Central College, Ratnapura","Mirisawetiya, Anuradhapura","Sivali Central College, Ratnapura",Ratnapura New Market,,,,
Ratnapura,Athura Bungalow,Ratnaloka City Hotel Restaurant,Ratnapura Trade Centre,Kolonne Rajakeeya Vidyalaya,"Abhayagiri Museum, Anuradhapura",Kolonne Rajakeeya Vidyalaya,Galagedara Rajamaha Viharaya,,,,
Ratnapura,Hiruni Hotel,Hotel Rivora Restaurant,Ratnapura Commercial Complex,Ruwanwella National School,Rathnapura Galpoththa Pirivena Temple,Ruwanwella National School,Rakwana Clock Tower,,,,
Ratnapura,Hotel Ashoka,Hotel Ruvi Ratnapura Restaurant,Ratnapura Business Centre,"Magala Maha Vidyalaya, Ratnapura",Anuradhapura Folk Museum,"Magala Maha Vidyalaya, Ratnapura",Ulgala Forest Reserve,,,,
Ratnapura,Lotus Lodge,Hotel Sujatha Restaurant,Ratnapura Retail Park,"Keppetipola Central College, Ratnapura","Muthiyangana Raja Maha Viharaya, Badulla","Keppetipola Central College, Ratnapura",Batugedara Rajamaha Viharaya,,,,
Ratnapura,Dream View Hotel,Mahoora Tented Safari Camps Udawalawe Restaurant,Ratnapura Shopping Village,Batugedara Maha Vidyalaya,"Bogoda Wooden Bridge, Badulla",Batugedara Maha Vidyalaya,Pothupitiya Rajamaha Viharaya,,,,
Ratnapura,Mahoora Tented Safari Camps Yala,Thathilwela Eco Lodge Restaurant,Ratnapura Lifestyle Centre,"Wewalwatte Central College, Ratnapura","Dhowa Rock Temple, Badulla","Wewalwatte Central College, Ratnapura",Kolonna Rajamaha Viharaya,,,,
Ratnapura,Hotel Ratnaloka City,Ratnapura Hotel Restaurant,Ratnapura Fashion Mall,"Udagama Maha Vidyalaya, Ratnapura","Dunhinda Falls, Badulla","Udagama Maha Vidyalaya, Ratnapura",Rilagama Rajamaha Viharaya,,,,
Ratnapura,Hotel Rivora,Pathana Hotel Restaurant,Ratnapura Mega Mall,"Dumbara Royal College, Ratnapura","Diyaluma Falls, Badulla","Dumbara Royal College, Ratnapura",Ratnapura Public Library,,,,
Ratnapura,Hotel Ruvi Ratnapura,Mahagama Thilak Tourist Hotel Restaurant,Ratnapura Urban Market,Thiriwanaketiya Central College,"Dambatenne Tea Factory, Haputale",Thiriwanaketiya Central College,Ratnapura Urban Council Playground,,,,
Ratnapura,Hotel Ishara,Ratnapura Tourist Hotel Restaurant,Ratnapura Suburban Market,"Alawala Maha Vidyalaya, Ratnapura","Hakgala Botanical Garden, Nuwara Eliya","Alawala Maha Vidyalaya, Ratnapura",Gilimale Rajamaha Viharaya,,,,
Ratnapura,Hotel Sujatha,Gem City Hotel Restaurant,Ratnapura City Market,Kuruwita Central College,"Horton Plains National Park, Nuwara Eliya",Kuruwita Central College,Kuruwita Divisional Secretariat,,,,
Ratnapura,Mahoora Tented Safari Camps Udawalawe,Wellawaya Tour Inn Restaurant,Ratnapura Town Market,Kudawa Central College,"Victoria Park, Nuwara Eliya",Kudawa Central College,Rakwana Divisional Secretariat,,,,
Ratnapura,Silsila Hotel,New Rest House Restaurant,Ratnapura Village Market,"Gammedda Central College, Ratnapura","Seetha Amman Temple, Nuwara Eliya","Gammedda Central College, Ratnapura",Eheliyagoda Divisional Secretariat,,,,
Ratnapura,The Rock Gate Hotel,Siri Samanthabhadra Rest House Restaurant,Ratnapura Street Market,Kudawa Maha Vidyalaya,"Galway's Land National Park, Nuwara Eliya",Kudawa Maha Vidyalaya,Elapatha Divisional Secretariat,,,,
Ratnapura,South Lake Resort,Kuonrat Place Restaurant,Ratnapura Open Market,Kolonna Maha Vidyalaya,"Lipton's Seat, Haputale",Kolonna Maha Vidyalaya,Kolonna Divisional Secretariat,,,,
Ratnapura,Wadimalu Hotel,Siri Samanthabhadra Hotel Restaurant,Ratnapura Covered Market,"Bopitiya Maha Vidyalaya, Ratnapura","Ella Rock, Ella","Bopitiya Maha Vidyalaya, Ratnapura",Kuruwita New Market,,,,
Ratnapura,Lanka Rest Hotel,Siri Samanthabhadra Reception Hall Restaurant,Ratnapura Indoor Market,Pinnawala Central College,"Little Adam's Peak, Ella",Pinnawala Central College,Weheragalapura Rajamaha Viharaya,,,,
Ratnapura,Senanayake Tourist Hotel,The Rock Hotel Restaurant,Ratnapura Outdoor Market,"Our Lady of Victory Girls' School, Ratnapura","Nine Arch Bridge, Ella","Our Lady of Victory Girls' School, Ratnapura",Pelmadulla Divisional Secretariat,,,,
Ratnapura,Aswedduma Hotel,Kegalle Hotel Restaurant,Ratnapura Street Vendors,"Siri Palan Primary School, Ratnapura","Ravana Falls, Ella","Siri Palan Primary School, Ratnapura",Kolonna Central Market,,,,
Ratnapura,Thathilwela Eco Lodge,Kuonrat Place Restaurant,Ratnapura Food Court,"Diriyangetha Primary School, Ratnapura","Halpe Tea Factory, Ella","Diriyangetha Primary School, Ratnapura",Kalawana Divisional Secretariat,,,,
Ratnapura,Ran Mal Rest,Siri Samanthabhadra Hotel Restaurant,Ratnapura Shopping Street,"Samudradevi Balika Vidyalaya, Ratnapura","Ambuluwawa Biodiversity Complex, Gampola","Samudradevi Balika Vidyalaya, Ratnapura",Kuruvita Divisional Secretariat,,,,
Ratnapura,Nuwara Ratnapura Tourist Inn,Siri Samanthabhadra Reception Hall Restaurant,Ratnapura Shopping Alley,Tholangamuwa Maha Vidyalaya,"Kothmale Hanging Bridge, Kothmale",Tholangamuwa Maha Vidyalaya,Kuruwita Police Station,,,,
Ratnapura,Rathnapura Thilak Tourist Hotel,The Rock Hotel Restaurant,Ratnapura Shopping District,Batugedara Maha Vidyalaya,"Nawalapitiya Dutch Fort, Nawalapitiya",Batugedara Maha Vidyalaya,Ratnapura Urban Council Market,,,,
Ratnapura,Surathura Tourist Inn,Kegalle Hotel Restaurant,Ratnapura Shopping Precinct,"St. Michael's Girls' School, Ratnapura","Ceylon Tea Museum, Kandy","St. Michael's Girls' School, Ratnapura",Kiriwanagama Divisional Secretariat,,,,
Ratnapura,Senanayake Tourist Hotel,Kuonrat Place Restaurant,Ratnapura Shopping Quarter,"Janadhipathi Vidyalaya, Ratnapura","Temple of the Tooth, Kandy","Janadhipathi Vidyalaya, Ratnapura",Udagama Rajamaha Viharaya,,,,
Ratnapura,Ratnapura Rest Inn,Siri Samanthabhadra Hotel Restaurant,Ratnapura Shopping Hub,Baduraliya Maha Vidyalaya,"Kandy Lake, Kandy",Baduraliya Maha Vidyalaya,Batuwangala Rajamaha Viharaya,,,,
Ratnapura,Mahagama Thilak Tourist Hotel,Siri Samanthabhadra Reception Hall Restaurant,Ratnapura Shopping Area,"Yatigaloluwa Vidyalaya, Ratnapura","Royal Botanic Gardens, Peradeniya","Yatigaloluwa Vidyalaya, Ratnapura",Ratnapura General Post Office,,,,
Ratnapura,Ratnapura Tourist Hotel,The Rock Hotel Restaurant,Ratnapura Shopping Zone,"Thalduwa Maha Vidyalaya, Ratnapura","Udawatte Kele Sanctuary, Kandy","Thalduwa Maha Vidyalaya, Ratnapura",Omalpe Rajamaha Viharaya,,,,
Ratnapura,Pathana Hotel,Kegalle Hotel Restaurant,Ratnapura Shopping Center,"Aludeniya Maha Vidyalaya, Ratnapura","Galmaduwa Viharaya, Kandy","Aludeniya Maha Vidyalaya, Ratnapura",Wewelthalawa Divisional Secretariat,,,,
Ratnapura,Ratnayake Tourist Inn,Kuonrat Place Restaurant,Ratnapura Shopping Mall,Batugedara Maha Vidyalaya,"Pinnawala Elephant Orphanage, Kegalle",Batugedara Maha Vidyalaya,Ratnapura District Secretariat,,,,
Ratnapura,Gem City Hotel,Siri Samanthabhadra Hotel Restaurant,Ratnapura Shopping Complex,"Dombagoda Maha Vidyalaya, Ratnapura","Mahaweli River, Kandy","Dombagoda Maha Vidyalaya, Ratnapura",Ratnapura District Court,,,,
Ratnapura,Wellawaya Tour Inn,Siri Samanthabhadra Reception Hall Restaurant,Ratnapura Shopping Arcade,"Thilinapura Central College, Ratnapura","Commonwealth War Cemetery, Kandy","Thilinapura Central College, Ratnapura",Ratnapura District Hospital,,,,
Ratnapura,New Rest House,The Rock Hotel Restaurant,Ratnapura Shopping Plaza,Pinnawala Maha Vidyalaya,"Degaldoruwa Raja Maha Viharaya, Kandy",Pinnawala Maha Vidyalaya,Kalawana New Market,,,,
Ratnapura,Siri Samanthabhadra Rest House,Kegalle Hotel Restaurant,Ratnapura Shopping Gallery,"Walatara Maha Vidyalaya, Ratnapura","Bahirawakanda Vihara Buddha Statue, Kandy","Walatara Maha Vidyalaya, Ratnapura",Ratnapura District Land Office,,,,
Ratnapura,Siri Samanthabhadra Reception Hall,Kuonrat Place Restaurant,Ratnapura Shopping Emporium,"Sri Rahula Vidyalaya, Ratnapura","St. Paul's Church, Kandy","Sri Rahula Vidyalaya, Ratnapura",Ratnapura Police Station,,,,
Ratnapura,Rambukkana Hotel,Siri Samanthabhadra Hotel Restaurant,Ratnapura Shopping Pavilion,"Sir John Kotalawela College, Ratnapura","Udawattakele Forest Reserve, Kandy","Sir John Kotalawela College, Ratnapura",Eheliyagoda Police Station,,,,
Ratnapura,The Rock Hotel,Siri Samanthabhadra Reception Hall Restaurant,Ratnapura Shopping Row,"Udagama Maha Vidyalaya, Ratnapura","Dambulla Cave Temple, Dambulla","Udagama Maha Vidyalaya, Ratnapura",Ratnapura District Agriculture Office,,,,
Ratnapura,Kegalle Hotel,The Rock Hotel Restaurant,Ratnapura Shopping Lane,"Parakaduwa Maha Vidyalaya, Ratnapura","Sigiriya Rock Fortress, Sigiriya","Parakaduwa Maha Vidyalaya, Ratnapura",Ratnapura District Irrigation Office,,,,
Ratnapura,Kuonrat Place,Kegalle Hotel Restaurant,Ratnapura Shopping Passage,Kuruwita Central College,"Polonnaruwa Archaeological Museum, Polonnaruwa",Kuruwita Central College,Ratnapura District Education Office,,,,
Ratnapura,Siri Samanthabhadra Hotel,Kuonrat Place Restaurant,Ratnapura Shopping Court,"Sri Gnanodaya Maha Vidyalaya, Ratnapura","Minneriya National Park, Polonnaruwa","Sri Gnanodaya Maha Vidyalaya, Ratnapura",Ratnapura Divisional Secretariat,,,,
Ratnapura,Ratnapura Hotel,Siri Samanthabhadra Hotel Restaurant,Ratnapura Shopping Cluster,"Rilawalana Maha Vidyalaya, Ratnapura","Kaudulla National Park, Polonnaruwa","Rilawalana Maha Vidyalaya, Ratnapura",Ratnapura Divisional Land Office,,,,
Batticaloa,Hotel East Lagoon,The Mango Tree Restaurant,Batticaloa Market,Kallady Mosque,Batticaloa Fort,"Eastern University, Sri Lanka - Batticaloa Campus",Kallady Beach,,,,
Batticaloa,Riviera Resort Batticaloa,Heritage Restaurant,New City Shopping Complex,"St. Mary's Cathedral, Batticaloa",Kallady Bridge,Batticaloa Campus Library,Pasikudah Beach,,,,
Batticaloa,Amaya Beach Passikudah,Eastern Cuisine Restaurant,Liberty Plaza,Sri Mamangeshwara Kovil,Sangamankandy Pillaiyar Kovil,Batticaloa Central College,Batticaloa Lighthouse,,,,
Batticaloa,New Sunrise Hotel,Coconut Garden Restaurant,Batticaloa Central Market,Batticaloa Koneswaram Kovil,Dutch Bar,Batticaloa Hindu College,Batticaloa Fort,,,,
Batticaloa,Giman Free Beach Resort,The Lagoon View Restaurant,Eastern Shopping Arcade,Meera Jumma Mosque,Dutch Governor's House,Batticaloa Methodist Central College,Batticaloa Clock Tower,,,,
Batticaloa,The Calm Resort & Spa,Sea Breeze Restaurant,Kallady Market,New Kathiresan Kovil,Kattankudy Cultural Centre,Batticaloa Central College Library,Kattankudy Beach,,,,
Batticaloa,Uga Bay by Uga Escapes,Batticaloa Hot Bites,Arasady Market,"St. Anthony's Church, Batticaloa",Batticaloa Clock Tower,Batticaloa Hindu College Library,Batticaloa Market,,,,
Batticaloa,Villa Hotel Batticaloa,Ocean View Restaurant,Mill Road Market,"St. Michael's Church, Batticaloa",Kallady Beach,Batticaloa Methodist Central College Library,"Dutch Bar, Batticaloa",,,,
Batticaloa,Passekudah Bay Resort,Palm Beach Restaurant,Batticaloa Main Street Market,Mohideen Jumma Mosque,Kallady Fishing Harbour,"St. Michael's College, Batticaloa",Batticaloa Gate,,,,
Batticaloa,Deep Sea Resort,Green Garden Restaurant,Liberty Shopping Complex,Kannaki Amman Kovil,Thoppigala Archaeological Site,St. Michael's College Library,Batticaloa Cathedral,,,,
Batticaloa,White Pearl Beach Hotel,New Bay View Restaurant,Cargills Food City - Batticaloa,Periya Pillaiyar Kovil,Thimilathivu Archaeological Site,"St. Cecilia's Girls' College, Batticaloa","St. Mary's Church, Batticaloa",,,,
Batticaloa,Amaya Beach,Spice Island Restaurant,Yarl Supermarket,Grand Mosque Batticaloa,Thoppikulam Reservoir,St. Cecilia's Girls' College Library,"St. Michael's College, Batticaloa",,,,
Batticaloa,Giman Free Beach Resort,The Blue Moon Restaurant,Batticaloa Fish Market,Sinnakadai Pillaiyar Kovil,Thambiluvil Cultural Centre,"St. Anthony's College, Batticaloa",Kallady Bridge,,,,
Batticaloa,Uga Bay by Uga Escapes,Beach Hut Restaurant,Gold Plaza,Sinhala Maha Kalaiyar Kovil,Ottamavadi Cultural Centre,St. Anthony's College Library,Batticaloa Hindu Temple,,,,
Batticaloa,The Calm Resort & Spa,The Curry Bowl Restaurant,Family Supermarket,Manikka Pillaiyar Kovil,Batticaloa Lighthouse,Batticaloa Zahira College,Batticaloa Kachcheri,,,,
Batticaloa,Villa Hotel Batticaloa,Paradise Beach Restaurant,Batticaloa Trade Center,Thaikaamam Pattirakaali Amman Kovil,Batticaloa Municipal Council Library,Batticaloa Muslim Ladies College,Kallady Handicrafts Market,,,,
Batticaloa,New Sunrise Hotel,Royal Taste Restaurant,Batticaloa Vegetable Market,Puliyanthivu Rani Amman Kovil,Kaluthavil Cultural Centre,"Al Iqra Muslim Maha Vidyalaya, Batticaloa",Batticaloa Fishing Harbor,,,,
Batticaloa,Riviera Resort Batticaloa,River View Restaurant,Cargills Square,Kanapathipillaiyar Temple,Mamangam Cultural Centre,Al Iqra Muslim Maha Vidyalaya Library,Batticaloa Central Bus Stand,,,,
Batticaloa,Hotel East Lagoon,The Food Haven Restaurant,Batticaloa Plaza,Kallady Kannaki Amman Kovil,Arayampathy Cultural Centre,Muslim Ladies College Library,Batticaloa Central Railway Station,,,,
Batticaloa,Amaya Beach Passikudah,Seafood Cove Restaurant,New Star Shopping Complex,Thandayuthapani Kovil,Vaharai Cultural Centre,Batticaloa Muslim Central College,Batticaloa Urban Council Playground,,,,
Batticaloa,New Sunrise Hotel,Lemon Grass Restaurant,Super City Shopping Mall,Jameel Mosque,Pullumalai Cultural Centre,Batticaloa Hindu Tamil Ladies College,Kallady Urban Council Playground,,,,
Batticaloa,Riviera Resort Batticaloa,Coral Reef Restaurant,Eastern Plaza,Noor Mosque,Kaluwanchikudy Cultural Centre,Batticaloa Hindu Tamil Ladies College Library,Batticaloa Urban Park,,,,
Batticaloa,Amaya Beach,Red Chili Restaurant,Batticaloa Textile Market,Mohideen Jumma Masjid,Karadiyanaru Cultural Centre,Batticaloa Maha Vidyalayam,Kallady Urban Park,,,,
Batticaloa,Giman Free Beach Resort,Silver Sands Restaurant,Raja Shopping Complex,Sithi Vinayagar Kovil,Palameenmadu Cultural Centre,Batticaloa Tamil Maha Vidyalayam,Batticaloa Municipal Council,,,,
Batticaloa,The Calm Resort & Spa,Sun Sea Restaurant,Fair Price Supermarket,Vallipuram Kali Kovil,Kattankudy Cultural Centre,Batticaloa Maha Vidyalayam Library,Batticaloa District Secretariat,,,,
Batticaloa,Uga Bay by Uga Escapes,Blue Wave Restaurant,Food City Supermarket - Batticaloa,Navakiri Vinayagar Kovil,Arasadypokkanai Cultural Centre,"Eastern University, Sri Lanka - Faculty of Science",Batticaloa District Court,,,,
Batticaloa,Villa Hotel Batticaloa,Tasty Bites Restaurant,New Liberty Plaza,Selvanayagapuram Kali Kovil,Maamangam Cultural Centre,"Eastern University, Sri Lanka - Faculty of Agriculture",Batticaloa General Hospital,,,,
Batticaloa,Passekudah Bay Resort,The Bay Leaf Restaurant,Arugam Bay Surf Shop,Sri Lanka Muslim Congress Batticaloa Office,Komari Cultural Centre,"Eastern University, Sri Lanka - Faculty of Arts",Batticaloa Police Station,,,,
Batticaloa,Deep Sea Resort,Crystal Waters Restaurant,Fathima Shopping Complex,Al Farook Jumma Mosque,Muthur Cultural Centre,"Eastern University, Sri Lanka - Faculty of Commerce & Management",Batticaloa District Education Office,,,,
Batticaloa,White Pearl Beach Hotel,Harbor Lights Restaurant,Batticaloa Bookshop,Munai Sithi Vinayagar Kovil,Mutur Cultural Centre,"Eastern University, Sri Lanka - Faculty of Health-Care Sciences",Batticaloa District Agriculture Office,,,,
Batticaloa,Amaya Beach,Sunset Restaurant,The Fabric Gallery,Iqbal Jumma Mosque,Vaharai Cultural Centre,"Eastern University, Sri Lanka - Faculty of Technology",Batticaloa District Irrigation Office,,,,
Batticaloa,Giman Free Beach Resort,The Spice Route Restaurant,Keels Supermarket,Thoppur Pillaiyar Kovil,Kiran Cultural Centre,"Eastern University, Sri Lanka - Faculty of Culture & Aesthetic Studies",Batticaloa Divisional Secretariat,,,,
Batticaloa,Uga Bay by Uga Escapes,Sea Shells Restaurant,Unity Plaza,A. Abdul Jabbar Jumma Mosque,Valaichenai Cultural Centre,"Eastern University, Sri Lanka - Faculty of Communication & Media Studies",Batticaloa Divisional Land Office,,,,
Batticaloa,The Calm Resort & Spa,Coastal Cuisine Restaurant,Ocean Super Centre,Chinna Muneeswaran Kovil,Punani Cultural Centre,"Eastern University, Sri Lanka - Faculty of Applied Sciences",Batticaloa Divisional Education Office,,,,
Batticaloa,Villa Hotel Batticaloa,Wave Rider Restaurant,Batticaloa Shopping Centre,Munai Nagaraja Kovil,Chenkalady Cultural Centre,"Eastern University, Sri Lanka - Faculty of Education",Batticaloa Divisional Agriculture Office,,,,
Batticaloa,New Sunrise Hotel,Spice Garden Restaurant,Royal Shopping Complex,Naanai Muneeswaran Kovil,Valaichenai Cultural Centre,"Eastern University, Sri Lanka - Faculty of Islamic Studies & Arabic Language",Batticaloa Divisional Irrigation Office,,,,
Batticaloa,Riviera Resort Batticaloa,The Coconut Grove Restaurant,Lakshmi Stores,Munai Kannaki Amman Kovil,Oddamavadi Cultural Centre,"Eastern University, Sri Lanka - Faculty of Agriculture Library",Batticaloa Library,,,,
Batticaloa,Hotel East Lagoon,Island Delight Restaurant,Batticaloa Hardware Stores,Ottamavadi Meera Jumma Mosque,Puthukudiyiruppu Cultural Centre,"Eastern University, Sri Lanka - Faculty of Arts Library",Batticaloa Museum,,,,
Batticaloa,Amaya Beach Passikudah,Seashore Restaurant,Plaza Shopping Mall,Sangamam Valipadu Vinayagar Kovil,Chettipalayam Cultural Centre,"Eastern University, Sri Lanka - Faculty of Commerce & Management Library",Batticaloa Art Gallery,,,,
Batticaloa,New Sunrise Hotel,The Fisherman's Wharf Restaurant,Ramraj Shopping Complex,Saman Nagar Kannaki Amman Kovil,Chenkalady Cultural Centre,"Eastern University, Sri Lanka - Faculty of Health-Care Sciences Library",Batticaloa Cultural Center,,,,
